"EPCI","LIBEPCI","NATURE_EPCI"
"244100772","CC Beauce et Gâtine","CC"
"244100780","CC de la Sologne des Etangs","CC"
"244100798","CC du Grand Chambord","CC"
"244100806","CC de la Sologne des Rivières","CC"
"244200598","CC des Collines du Matin","CC"
"244200606","CC de Feurs en Forez","CC"
"244200614","CC des Vals d'Aix et Isable","CC"
"244200622","CC des Monts du Pilat","CC"
"244200630","CC du Pays Entre Loire et Rhône","CC"
"244200671","CC de Balbigny","CC"
"244200721","CC de Forez en Lyonnais","CC"
"244200762","CC du Pays d'Astrée","CC"
"244200770","CA Saint Etienne Métropole","CA"
"244200796","CA Loire Forez","CA"
"244200812","CC du Pays de St Galmier","CC"
"244200820","CC du Pays d'Urfé","CC"
"244200838","CC des Montagnes du Haut Forez","CC"
"244200846","CC du Pays de St Bonnet le Château","CC"
"244200895","CC du Pilat Rhodanien","CC"
"244300018","CA du Puy en Velay","CA"
"244300208","CC du Pays de Craponne","CC"
"244300216","CC de la Ribeyre, Chaliergue et Margeride","CC"
"244300224","CC du Pays de Paulhaguet","CC"
"244300232","CC du Mézenc et de la Loire Sauvage","CC"
"244300240","CC des Portes d'Auvergne","CC"
"244300265","CC de l'Emblavez","CC"
"244300299","CC Plateau de la Chaise Dieu","CC"
"244300307","CC du Pays de Montfaucon","CC"
"244300315","CC du Pays de Blesle","CC"
"244301016","CC des Sucs","CC"
"244301032","CC du Brivadois","CC"
"244301057","CC du Langeadois","CC"
"244301065","CC de Rochebaron à Chalençon","CC"
"244301073","CC du Meygal","CC"
"244301099","CC Auzon Communauté","CC"
"244301107","CC du Haut Lignon","CC"
"244301115","CC les Marches du Velay","CC"
"244301123","CC des Pays de Cayres et de Pradelles","CC"
"244301131","CC Loire et Semène","CC"
"244301149","CC du Pays de Saugues","CC"
"244400404","CU Nantes Métropole","CU"
"244400420","CC de la Région de Machecoul","CC"
"244400438","CC de Grand Lieu","CC"
"244400446","CC de la Vallée de Clisson","CC"
"244400453","CC de la Région de Blain","CC"
"244400487","CC du Castelbriantais","CC"
"244400495","CC du Secteur de Derval","CC"
"244400503","CC d'Erdre et Gesvres","CC"
"244400511","CC Loire Divatte","CC"
"244400529","CC de la Loire Atlantique Méridionale","CC"
"244400537","CC de la Région de Nozay","CC"
"244400545","CC Coeur Pays de Retz","CC"
"244400552","CC du pays d'Ancenis","CC"
"244400578","CC de Vallet","CC"
"244400586","CC du Sud Estuaire","CC"
"244400610","CA de la Presqu'île de Guérande Atlantique (CAP ATLANTIQUE)","CA"
"244400644","CA de la Région Nazairienne et de l'Estuaire (CARENE)","CA"
"244400651","CC Sèvre Maine et Goulaine","CC"
"244400677","CC de Pornic","CC"
"244400693","CC Loire et Sillon","CC"
"244400701","CC Coeur d'Estuaire","CC"
"244500195","CC de Châtillon-Coligny","CC"
"244500203","CA Montargoise et Rives du Loing (A.M.E.)","CA"
"244500211","CC Giennoises","CC"
"244500278","CC du Canton de Lorris","CC"
"244500393","CC de Beauce et du Gâtinais","CC"
"244500401","CC du Beaunois","CC"
"244500419","CC des Quatre Vallées","CC"
"244500427","CC des Loges","CC"
"244500443","CC du Canton de Briare","CC"
"244500450","CC du Val d'Ardoux","CC"
"244500468","CA Orléans Val de Loire (AgglO)","CA"
"244500476","CC du Canton de Châtillon sur Loire","CC"
"244500484","CC de la Forêt","CC"
"244500518","CC Val d'Or et Forêt","CC"
"244500526","CC du Malesherbois","CC"
"244500534","CC des Terres Puiseautines","CC"
"244500542","CC de la Plaine du Nord Loiret","CC"
"244500559","CC du Plateau Beauceron","CC"
"244500567","CC du Bellegardois","CC"
"244500583","CC Val Sol","CC"
"244600326","CC du Pays de Gramat","CC"
"244600334","CC du Pays de Padirac","CC"
"244600359","CC Cère et Dordogne","CC"
"244600367","CC du Pays de Souillac Rocamadour","CC"
"244600409","CC du Pays de Saint Céré","CC"
"244600433","CC de la Vallée du Lot et du Vignoble","CC"
"244600458","CC du Pays de Martel","CC"
"244600482","CC Quercy - Bouriane","CC"
"244600508","CC du Pays du Haut Quercy Dordogne","CC"
"244600516","CC du Haut Ségala","CC"
"244600532","CC du Pays de Lalbenque","CC"
"244600557","CC du Pays de Sousceyrac","CC"
"244600573","CC du Causse de Labastide Murat","CC"
"244700449","CC du Pays de Duras","CC"
"244700464","CC du Pays de Lauzun","CC"
"244700498","CC des Coteaux de l'Albret","CC"
"244700506","CC du Val d'Albret","CC"
"244701355","CC des Coteaux et Landes de Gascogne","CC"
"244701389","CC de Penne d'Agenais","CC"
"244701405","CC Lot et Tolzac","CC"
"244701439","CC du Canton de Prayssas","CC"
"244701462","CC du Confluent","CC"
"244701496","CC du Mézinais","CC"
"244800066","CC de la Vallée de la Jonte","CC"
"244800322","CC de la Terre de Peyre","CC"
"244800330","CC du Canton de Châteauneuf de Randon","CC"
"244800348","CC du Causse du Massegros","CC"
"244800355","CC de la Terre de Randon","CC"
"244800363","CC des Hautes Terres","CC"
"244800371","CC Cévenoles Tarnon Mimente","CC"
"244800389","CC du Valdonnez","CC"
"244800397","CC du Goulet - Mont Lozère","CC"
"244800405","CC Coeur de Lozère","CC"
"244800413","CC de Villefort","CC"
"244800421","CC de la Cévenne des Hauts-Gardons","CC"
"244800439","CC des Gorges du Tarn et des Grands Causses","CC"
"244800447","CC Margeride-Est","CC"
"244800454","CC de la Vallée Longue et du Calbertois en Cévennes","CC"
"244800470","CC du Gévaudan","CC"
"244800488","CC du Pays de Florac et du Haut Tarn","CC"
"244800496","CC des Cévennes au Mont-Lozère","CC"
"244800504","CC du Pays de Chanac","CC"
"244900015","CA Angers Loire Métropole","CA"
"244900361","CA Saumur Loire Développement","CA"
"244900577","CC de la Région de Chemillé","CC"
"244900585","CC de la Région du Lion-d'Angers","CC"
"244900593","CC du Canton de Segré","CC"
"244900643","CC Montrevault Communauté","CC"
"244900668","CC du Bocage","CC"
"244900692","CC du Centre Mauges","CC"
"244900700","CA du Choletais","CA"
"244900726","CC du Canton de Saint-Florent-le-Vieil","CC"
"244900734","CC des Coteaux du Layon","CC"
"244900742","CC du Canton de Baugé","CC"
"244900759","CC de Loir et Sarthe","CC"
"244900767","CC du Gennois","CC"
"244900775","CC de la Région de Pouancé-Combrée","CC"
"244900783","CC du Canton de Champtoceaux","CC"
"244900791","CC Loire-Longué","CC"
"244900809","CC du Canton de Candé","CC"
"244900833","CC Loire Layon","CC"
"244900841","CC du Haut Anjou","CC"
"244900858","CC Ouest Anjou","CC"
"244900866","CC de la Vallée Loire-Authion","CC"
"244900882","CC de Beaufort-en-Anjou","CC"
"244900924","CC du Loir","CC"
"244900940","CC de la Région de Noyant","CC"
"244900973","CC de la Région de Doué-la-Fontaine","CC"
"244900981","CC du Vihiersois Haut-Layon","CC"
"244900999","CC les Portes de l'Anjou","CC"
"244901013","CC Loire Aubance","CC"
"245000237","CU de Cherbourg","CU"
"245000260","CC de la Hague","CC"
"245000278","CC des Pieux","CC"
"245000302","CC du Canton de la Haye du Puits","CC"
"245000344","CC de Douve et Divette","CC"
"245000377","CC de la Saire","CC"
"245000427","CC du Canton de Lessay","CC"
"245000443","CC du Canton de Montmartin sur Mer","CC"
"245000450","CC de Saint Hilaire du Harcouët","CC"
"245000468","CC du Canton de Saint James","CC"
"245000476","CC du Canton de Saint Malo de la Lande","CC"
"245000542","CC du Canton de Saint Pierre Eglise","CC"
"245000575","CC du Val de Saire","CC"
"245000617","CC de Canisy","CC"
"245000682","CC de Seves et Taute","CC"
"245000690","CC de la Région de Montebourg","CC"
"245000716","CC de la Vallée de l'Ouve","CC"
"245000807","CC de la Côte des Isles","CC"
"245100037","CC Epernay Pays de Champagne","CC"
"245100052","CC Champagne Vesle","CC"
"245100508","CC de la Brie des Etangs","CC"
"245100516","CC du Pays d'Anglure","CC"
"245100565","CC des Coteaux Sézannais","CC"
"245100581","CC Saulx et Bruxenelle","CC"
"245100615","CC de la Grande Vallée de la Marne","CC"
"245100631","CC de la Région de Mourmelon","CC"
"245100797","CC des Portes de Champagne","CC"
"245100813","CC de la Région de Vertus","CC"
"245100854","CC des Deux Vallées","CC"
"245100870","CC des Coteaux de la Marne","CC"
"245100888","CC de la Brie Champenoise","CC"
"245100979","CC du Sud Marnais","CC"
"245101035","CC de la Vallée de la Suippe","CC"
"245101043","CC Beine-Bourgogne","CC"
"245101050","CC des Rives de la Suippe","CC"
"245200373","CC de la Vallée de la Marne","CC"
"245200381","CC du Pays de Chalindrey","CC"
"245200415","CC du Pays du Der","CC"
"245200456","CA Agglomération de Chaumont","CA"
"245200480","CC de la Vallée du Rognon","CC"
"245200514","CC du Bassigny","CC"
"245200548","CC de la Région de Bourbonne les Bains","CC"
"245200555","CC du Bassin de Bologne Vignory et Froncles","CC"
"245200563","CC du Bassin Nogentais","CC"
"245200597","CC des Trois Forêts","CC"
"245300223","CC du Pays de Meslay-Grez","CC"
"245300306","CC du Pays de Loiron","CC"
"245300330","CA de Laval","CA"
"245300348","CC de le Horps","CC"
"245300355","CC de l'Ernée","CC"
"245300363","CC de la Région de Cossé-le-Vivien","CC"
"245300371","CC du Pays de Mayenne","CC"
"245300389","CC du Bocage Mayennais","CC"
"245300405","CC du Pays du Craonnais","CC"
"245300439","CC de St Aignan -Renazé","CC"
"245300447","CC du Pays de Château-Gontier","CC"
"245400171","CC Moselle et Madon","CC"
"245400189","CC des Pays du Sel et du Vermois","CC"
"245400262","CC de l'Agglomération de Longwy","CC"
"245400379","CC du Bassin de Landres","CC"
"245400437","CC du Pays de Briey","CC"
"245400510","CC du Pays de Colombey et du Sud Toulois","CC"
"245400601","CC du Bassin de Pompey","CC"
"245400676","CU du Grand Nancy","CU"
"245400700","CC du Lunévillois","CC"
"245400718","CC de la Vezouze","CC"
"245400759","CC du Pays du Sanon","CC"
"245400775","CC de Seille et Mauchère","CC"
"245400791","CC du Pays de l'Orne","CC"
"245400817","CC du Jarnisy","CC"
"245400825","CC du Pays Audunois","CC"
"245400866","CC du Grand Couronné","CC"
"245400916","CC de la Mortagne","CC"
"245400924","CC du Val de Meurthe","CC"
"245400932","CC du Bayonnais","CC"
"245500327","CC du Sammiellois","CC"
"245500459","CC du Centre Argonne","CC"
"245500806","CC Meuse-Voie Sacrée","CC"
"245501101","CC du Pays de Spincourt","CC"
"245501168","CC de la Région de Damvillers","CC"
"245501176","CC du Canton de Fresnes en Woëvre","CC"
"245501184","CC de Revigny sur Ornain","CC"
"245501192","CC du Pays de Commercy","CC"
"245501226","CC de la Saulx et du Perthois","CC"
"245501234","CC de la Haute Saulx","CC"
"245501242","CC du Pays d'Etain","CC"
"245501259","CC du Pays de Montmédy","CC"
"245501267","CC du Pays de Stenay","CC"
"245501309","CC Entre Aire et Meuse","CC"
"245501317","CC de Triaucourt - Vaubécourt","CC"
"245501341","CC du Val des Couleurs","CC"
"245501366","CC du Val Dunois","CC"
"245501374","CC de Montfaucon - Varennes en Argonne","CC"
"245501390","CC de Verdun","CC"
"245501432","CC de Charny sur Meuse","CC"
"245501457","CC du Val d'Ornois","CC"
"245501465","CC de Void","CC"
"245501481","CC du Val de Meuse et de la Vallée de la Dieue","CC"
"245600143","CC Saint Jean Communauté","CC"
"245600150","CC du Pays de la Gacilly","CC"
"245600366","CA Vannes agglo","CA"
"245600416","CC du Val d'Oust et de Lanvaux","CC"
"245600424","CC de Mauron en Brocéliande","CC"
"245600432","CC du Pays de Guer","CC"
"245600440","CC de Blavet Bellevue Océan","CC"
"245600465","CC de Belle Ile en Mer","CC"
"245600515","CC Baud Communauté","CC"
"245614292","CC Locminé Communauté","CC"
"245614342","CC Ploërmel Communauté","CC"
"245614367","CC Josselin Communauté","CC"
"245614383","CC du Pays de Questembert","CC"
"245614391","CC du Loch","CC"
"245614417","CC Roi Morvan Communauté","CC"
"245614425","CC du Porhoët","CC"
"245614433","CC Pontivy Communauté","CC"
"245700133","CC du District Urbain de Faulquemont (DUF)","CC"
"245700216","CA Sarreguemines Confluences","CA"
"245700372","CA de Forbach Porte de France","CA"
"245700398","CC de Freyming-Merlebach","CC"
"245700695","CC de Cattenom et Environs","CC"
"245700919","CC de Rohrbach lès Bitche","CC"
"245700950","CC du Pays de Phalsbourg","CC"
"245701164","CC du Warndt","CC"
"245701172","CC du Centre Mosellan","CC"
"245701198","CC de la Vallée de la Bièvre","CC"
"245701206","CC du Saulnois","CC"
"245701222","CA du Val de Fensch","CA"
"245701230","CC des Deux Sarres","CC"
"245701248","CC de l'Etang du Stock","CC"
"245701271","CC du Pays Orne Moselle","CC"
"245701289","CC du Haut Chemin","CC"
"245701297","CC de l'Albe et des Lacs","CC"
"245701305","CC du Pays des Etangs","CC"
"245701347","CC des Trois Frontières","CC"
"245701354","CC de l'Arc Mosellan","CC"
"245701362","CA Portes de France-Thionville","CA"
"245701370","CC du Val de Moselle","CC"
"245701388","CC du Pays Naborien","CC"
"245701404","CC du Pays Haut Val d'Alzette","CC"
"245701412","CC du Bouzonvillois","CC"
"245701420","CC de la Houve","CC"
"245801014","CC des Vaux d'Yonne","CC"
"245801063","CC Loire et Allier","CC"
"245801113","CC du Haut Morvan","CC"
"245804372","CC la Fleur du Nivernais","CC"
"245804380","CC les Portes du Morvan","CC"
"245804406","CA de Nevers","CA"
"245804414","CC du Bazois","CC"
"245804422","CC Fil de Loire","CC"
"245804430","CC des Amognes","CC"
"245804448","CC du Val du Sauzay","CC"
"245804463","CC Loire et Nohain","CC"
"245804471","CC en Donziais","CC"
"245804489","CC Entre Loire et Morvan","CC"
"245804497","CC du Nivernais Bourbonnais","CC"
"245804505","CC Entre Nièvres et Forêts","CC"
"245804513","CC Coeur du Nivernais","CC"
"245804521","CC Loire et Vignoble","CC"
"245804539","CC du Val du Beuvron","CC"
"245804547","CC le Bon Pays","CC"
"245804554","CC des Portes Sud du Morvan","CC"
"245804562","CC du Pays Charitois","CC"
"245804570","CC du Pays Corbigeois","CC"
"245804588","CC des Bertranges à la Nièvre","CC"
"245804596","CC du Sud Nivernais","CC"
"245804612","CC des Grands Lacs du Morvan","CC"
"245804620","CC Entre Loire et Forêt","CC"
"245900410","CU Lille Métropole","CU"
"245900428","CU de Dunkerque","CU"
"245900741","CC de la Vacquerie","CC"
"245900758","CC Flandre Lys","CC"
"245900816","CC des Weppes","CC"
"245901038","CC du Pays Solesmois","CC"
"245901061","CC de la Haute Deûle","CC"
"245901152","CC Coeur d'Ostrevent [C.C.C.O.]","CC"
"245901160","CA Valenciennes Métropole","CA"
"246000111","CA Creilloise","CA"
"246000129","CC du Liancourtois","CC"
"246000376","CC du Clermontois","CC"
"246000566","CC du Plateau Picard","CC"
"246000582","CC des Sablons","CC"
"246000608","CC des Vallées de la Brèche et de la Noye","CC"
"246000699","CC de Crèvecoeur le Grand Pays Picard A16 Haute Vallée de la Celle","CC"
"246000707","CC du Vexin-Thelle","CC"
"246000749","CC du Canton d'Attichy","CC"
"246000756","CC du Pays Noyonnais","CC"
"246000764","CC de l'Aire Cantilienne","CC"
"246000772","CC des Deux Vallées","CC"
"246000830","CA du Beauvaisis","CA"
"246000848","CC de la Picardie Verte","CC"
"246000855","CC du Pays des Sources","CC"
"246000863","CC du Pays de Thelle","CC"
"246000871","CC du Pays de Valois","CC"
"246000897","CC de la Plaine d'Estrées","CC"
"246000913","CC du Pays de Bray","CC"
"246000921","CC des Pays d'Oise et d'Halatte","CC"
"246000939","CC Rurales du Beauvaisis","CC"
"246000947","CC de la Basse Automne","CC"
"246001010","CA de la Région de Compiègne","CA"
"246001143","CC Pierre-Sud-Oise","CC"
"246001150","CC la Ruraloise","CC"
"246100317","CC du Perche Sud","CC"
"246100333","CC du Domfrontais","CC"
"246100341","CC du Bocage de Passais la Conception","CC"
"246100390","CC du Val d'Orne","CC"
"246100408","CC du Bocage d'Athis de l'Orne","CC"
"246100440","CC du Pays de Longny au Perche","CC"
"246100465","CC du Pays Fertois","CC"
"246100499","CC du Val d'Huisne","CC"
"246100572","CC de la Région de Gacé","CC"
"246100580","CC du Haut Perche","CC"
"246100598","CC du Canton de la Ferté Fresnel","CC"
"246100630","CC du Pays d'Andaine","CC"
"246100648","CC du Perche Rémalardais","CC"
"246100655","CC du Bocage Carrougien","CC"
"246100663","CU d'Alençon","CU"
"246100671","CC du Pays du Haras du Pin","CC"
"246100739","CC du Pays de Briouze","CC"
"246100770","CC du Pays Bellêmois","CC"
"246100788","CC du Pays de Camembert","CC"
"246200018","CC du Pays d'Aire","CC"
"246200117","CC Opale Sud","CC"
"246200299","CA d'Hénin-Carvin","CA"
"246200364","CA de Lens - Liévin","CA"
"246200380","CC de la Terre des Deux Caps","CC"
"246200406","CC du Montreuillois","CC"
"246200455","CA de Saint Omer","CA"
"246200729","CA du Boulonnais","CA"
"246200802","CC Artois Lys","CC"
"246200844","CC de la Région d'Audruicq","CC"
"246200851","CC du Canton de Fauquembergues","CC"
"246200869","CC du Pernois","CC"
"246200877","CC de la Morinie","CC"
"246200919","CC du Canton de Fruges","CC"
"246200976","CC du Sud Ouest du Calaisis","CC"
"246200984","CC des Trois Pays","CC"
"246200992","CC du Canton d'Hucqueliers et Environs","CC"
"246201016","CC du Pays de Lumbres","CC"
"246201057","CC de l'Atrébatie","CC"
"246201065","CC de la Région de Frévent","CC"
"246201073","CC de l'Auxilois","CC"
"246201115","CC Mer et Terres d'Opale","CC"
"246201149","CA du Calaisis","CA"
"246201156","CC Artois Flandres","CC"
"246300651","CC du Pays d'Arlanc","CC"
"246300669","CC de la Montagne Thiernoise","CC"
"246300677","CC Sancy Artense Communauté","CC"
"246300685","CC du Pays de Menat","CC"
"246300693","CC Limagne d'Ennezat","CC"
"246300701","CA Clermont Communauté","CA"
"246300735","CC du Pays de Cunlhat","CC"
"246300776","CC des Puys et Couzes","CC"
"246300784","CC des Coteaux de l'Allier","CC"
"246300800","CC des Côtes de Combrailles","CC"
"246300818","CC du Pays d'Olliergues","CC"
"246300834","CC Manzat Communauté","CC"
"246300842","CC Couze Val d'Allier","CC"
"246300883","CC du Lembron Val d'Allier","CC"
"246300909","CC de Rochefort-Montagne","CC"
"246300917","CC Coeur de Combrailles","CC"
"246300925","CC de Haute Combraille","CC"
"246300933","CC Gergovie Val d'Allier Communauté","CC"
"246300941","CC de Livradois Porte d'Auvergne","CC"
"246300958","CC de Pionsat","CC"
"246300966","CC du Massif du Sancy","CC"
"246300974","CC du Haut Livradois","CC"
"246300982","CC des Cheires","CC"
"246300990","CC Ardes Communauté","CC"
"246301006","CC de Nord Limagne","CC"
"246301014","CC du Pays de Courpière","CC"
"246301022","CC de la Vallée de l'Ance","CC"
"246301030","CC Limagne - Bords d'Allier","CC"
"246301048","CC du Pays de Sauxillanges","CC"
"246301055","CC Riom Communauté","CC"
"246301063","CC Thiers Communauté","CC"
"246301071","CC de Sioulet Chavanon","CC"
"246301097","CC Entre Dore et Allier","CC"
"246301105","CC du Pays d'Ambert","CC"
"246301113","CC de Mur ès Allier","CC"
"246301121","CC des Coteaux de Randan","CC"
"246301139","CC du Bassin Minier Montagne","CC"
"246301154","CC Allier Comté Communauté","CC"
"246301162","CC Volvic Sources et Volcans","CC"
"246301170","CC Issoire Communauté","CC"
"246400014","CC du Canton de Garlin","CC"
"246400030","CA Agglomération Côte Basque Adour","CA"
"246400337","CC de la Vallée d'Ossau","CC"
"246401459","CC de la Vallée de Barétous","CC"
"246401517","CC du Pays de Morlaàs","CC"
"246401525","CC Gave et Coteaux","CC"
"246401533","CC du Josbaig","CC"
"246401541","CC de Bidache","CC"
"246401574","CC du Canton d'Arzacq","CC"
"246401590","CC du Canton de Navarrenx","CC"
"246401616","CC d'Amikuze","CC"
"246401624","CC de la Vallée d'Aspe","CC"
"246401632","CC du Canton de Lembeye en Vic-Bilh","CC"
"246401657","CC du Pays d'Hasparren (HazparneKo Lurraldea)","CC"
"246401665","CC de Salies-de-Béarn","CC"
"246401699","CC de Sauveterre-de-Béarn","CC"
"246401715","CC du Miey de Béarn","CC"
"246401723","CA Pau-Pyrénées","CA"
"246401756","CC Pays de Nay","CC"
"246401764","CC de Soule-Xiberoa","CC"
"246401798","CC Ousse-Gabas","CC"
"246401814","CC du Piémont Oloronais","CC"
"246401822","CC de Garazi-Baigorri","CC"
"246401855","CC Nive-Adour","CC"
"246401863","CC d'Iholdi-Ostibarre","CC"
"246500052","CC de la Vallée du Louron","CC"
"246500201","CC du Val d'Azun","CC"
"246500359","CC de Batsurguère","CC"
"246500375","CC Vic-Montaner","CC"
"246500482","CC de la Haute-Bigorre","CC"
"246500490","CC du Canton d'Ossun","CC"
"246500508","CC Neste Baronnies","CC"
"246500565","CA du Grand Tarbes","CA"
"246500573","CC des Véziaux d'Aure","CC"
"246500599","CC Adour-Rustan-Arros","CC"
"246500631","CC de la Vallée d'Argelès-Gazost","CC"
"246500656","CC de la Vallée de Saint-Savin","CC"
"246500714","CC Gavarnie-Gèdre","CC"
"246500789","CC d'Aure","CC"
"246500805","CC de la Haute Vallée d'Aure","CC"
"246500821","CC du Magnoac","CC"
"246500839","CC Gespe-Adour-Alaric","CC"
"246600282","CC Sud-Roussillon","CC"
"246600373","CC du Vallespir","CC"
"246600399","CC Pyrénées Cerdagne","CC"
"246600407","CC Salanque Méditerranée","CC"
"246600415","CC Roussillon-Conflent","CC"
"246600423","CC Agly Fenouillèdes","CC"
"246600431","CC Vinça-Canigou","CC"
"246600449","CC des Aspres","CC"
"246600464","CC Capcir Haut Conflent","CC"
"246600548","CC du Haut Vallespir","CC"
"246700306","CC de la Vallée de la Bruche","CC"
"246700488","CU de Strasbourg","CU"
"246700694","CC des Coteaux de la Mossig","CC"
"246700702","CC du Pays de Hanau","CC"
"246700736","CC du Val de Moder","CC"
"246700744","CC du Canton de Rosheim","CC"
"246700777","CC du Canton de Villé","CC"
"246700793","CC du Pays de la Petite Pierre","CC"
"246700843","CC de la Basse-Zorn","CC"
"246700892","CC de Benfeld et Environs","CC"
"246700926","CC du Pays de Wissembourg","CC"
"246700942","CC de l'Alsace Bossue","CC"
"246700959","CC du Pays de la Zorn","CC"
"246700967","CC de Sélestat","CC"
"246700983","CC du Pays d'Erstein","CC"
"246701031","CC de la Région de Brumath","CC"
"246701064","CC de la Région de Molsheim-Mutzig","CC"
"246701072","CC de la Région de Saverne","CC"
"246701080","CC du Pays de Sainte-Odile","CC"
"246701098","CC du Pays de Niederbronn-les-Bains","CC"
"246701114","CC du Pays de Sarre Union","CC"
"246701189","CC de Bischwiller et Environs","CC"
"246701197","CC les Châteaux","CC"
"246701239","CC du Rhin","CC"
"246800015","CC Essor du Rhin","CC"
"246800098","CC du Pays de Brisach","CC"
"246800189","CC du Secteur d'Illfurth","CC"
"246800197","CC d'Altkirch","CC"
"246800205","CC de la Vallée de Saint-Amarin","CC"
"246800247","CC des Trois Frontières","CC"
"246800361","CC de la Vallée de Hundsbach","CC"
"246800395","CC du Val d'Argent","CC"
"246800411","CC de la Largue","CC"
"246800437","CC Ill et Gersbach","CC"
"246800445","CC du Centre du Haut-Rhin","CC"
"246800460","CC La Porte d'Alsace CC de la Région de Dannemarie","CC"
"246800494","CC du Pays de Rouffach, Vignobles et Châteaux","CC"
"246800551","CC de la Vallée de Kaysersberg","CC"
"246800569","CC de la Région de Guebwiller","CC"
"246800577","CC du Pays de Ribeauvillé","CC"
"246800585","CC de la Vallée de Munster","CC"
"246800593","CC du Pays du Ried Brun","CC"
"246800643","CC du Jura Alsacien (CCJA)","CC"
"246800650","CC de la Porte du Sundgau","CC"
"246800676","CC de la Vallée de la Doller et du Soultzbach","CC"
"246800684","CC du Pays de Sierentz","CC"
"246800700","CC Porte de France-Rhin Sud","CC"
"246800726","CA de Colmar","CA"
"246900245","CU de Lyon (Grand Lyon)","CU"
"246900575","CC de l'Est Lyonnais (CCEL)","CC"
"246900625","CC du Pays de l'Arbresle (CCPA)","CC"
"246900633","CC de la Région de Condrieu","CC"
"246900682","CC du Haut Beaujolais","CC"
"246900690","CC Chamousset en Lyonnais","CC"
"246900724","CC des Vallons du Lyonnais (CCVL)","CC"
"246900740","CC du Pays Mornantais (COPAMO)","CC"
"246900757","CC de la Vallée du Garon (CCVG)","CC"
"246900765","CC du pays de l'Ozon","CC"
"246900773","CC des Hauts du Lyonnais (CCHL)","CC"
"247000011","CA de Vesoul","CA"
"247000367","CC des Combes","CC"
"247000623","CC des Quatre Rivières","CC"
"247000664","CC du Pays de Lure","CC"
"247000698","CC des Monts de Gy","CC"
"247000706","CC du Pays Riolais","CC"
"247000714","CC du Pays de Villersexel","CC"
"247000722","CC du Pays d'Héricourt","CC"
"247000755","CC du Pays de Luxeuil","CC"
"247000813","CC du Val de Pesmes","CC"
"247000821","CC Rahin et Cherimont","CC"
"247000839","CC des Mille Etangs","CC"
"247000854","CC de la Haute Vallée de l'Ognon","CC"
"247100290","CU Le Creusot Montceau-lès-Mines","CU"
"247100480","CC du Canton de Cuiseaux","CC"
"247100498","CC du Canton de Chauffailles","CC"
"247100506","CC de Matour et sa Région","CC"
"247100589","CA Chalon - Val de Bourgogne","CA"
"247100605","CC Mâconnais - Val de Saône","CC"
"247100639","CC du Canton de Marcigny","CC"
"247100647","CC du Canton de Pierre de Bresse","CC"
"247100746","CC du Maconnais-Beaujolais","CC"
"247100860","CC du Mâconnais Charolais","CC"
"247103765","CC Entre Saône et Grosne","CC"
"247103864","CC du Canton de Semur en Brionnais","CC"
"247103922","CC de Paray le Monial","CC"
"247103948","CC du Pays Clayettois","CC"
"247103989","CC de Beuvray - Val d'Arroux","CC"
"247104052","CC du Pays de Gueugnon","CC"
"247104078","CC de Digoin Val de Loire","CC"
"247104094","CC  Sud Côte Chalonnaise","CC"
"247104136","CC du Tournugeois","CC"
"247104169","CC des Portes de la Bresse","CC"
"247104193","CA du Mâconnais-Val de Saône","CA"
"247200090","CC de Sablé-sur-Sarthe","CC"
"247200132","CU Le Mans Métropole","CU"
"247200157","CC de Lucé","CC"
"247200348","CC du Pays Fléchois","CC"
"247200397","CC du Bassin Ludois","CC"
"247200405","CC des Portes du Maine","CC"
"247200413","CC du Pays des Brières et du Gesnois","CC"
"247200421","CC du Sud Est du Pays Manceau","CC"
"247200447","CC Orée de Bercé - Belinois","CC"
"247200462","CC du Pays de Sillé","CC"
"247200470","CC du Canton de Pontvallain","CC"
"247200496","CC du Pays Calaisien","CC"
"247200512","CC du Val du Loir","CC"
"247200520","CC Maine 301","CC"
"247200538","CC du Pays Bilurien","CC"
"247200546","CC des Alpes Mancelles","CC"
"247200579","CC de la Champagne Conlinoise","CC"
"247200587","CC du Saosnois","CC"
"247200595","CC du Pays Belmontais","CC"
"247200629","CC du Val de Sarthe","CC"
"247200637","CC de Loir et Bercé","CC"
"247200645","CC du Massif de Perseigne","CC"
"247200652","CC Aune et Loir","CC"
"247200678","CC des Portes du Maine Normand","CC"
"247200686","CC du Pays de l'Huisne Sarthoise","CC"
"247200694","CC du Pays Marollais","CC"
"247200702","CC du Val de Braye","CC"
"247200728","CC du Bocage Cénoman","CC"
"247200736","CC des Rives de Sarthe","CC"
"247300015","CC des Vallées d'Aigueblanche","CC"
"247300049","CA du Lac du Bourget","CA"
"247300098","CA Chambéry Métropole","CA"
"247300148","CC de Haute Maurienne Vanoise","CC"
"247300254","CC Maison de l'Intercommunalité de Haute Tarentaise","CC"
"247300262","CC de Yenne","CC"
"247300338","CC de Chautagne","CC"
"247300346","CC Coeur de Maurienne","CC"
"247300353","CC de la Norma","CC"
"247300361","CC de la Vallée du Glandon","CC"
"247300452","CC Maurienne Galibier","CC"
"247300528","CC Val Guiers","CC"
"247300569","CC du Coeur des Bauges","CC"
"247300593","CC du Canton d'Albens","CC"
"247300668","CC du Lac d'Aiguebelette (CCLA)","CC"
"247300676","CC Porte de Maurienne","CC"
"247300718","CC de l'Arvan","CC"
"247300759","CC Confluences","CC"
