"id","code_insee","code_postal","ville"
28005,"67378","67115","PLOBSHEIM"
28006,"67379","67250","PREUSCHDORF"
28007,"67380","67490","PRINTZHEIM"
28008,"67381","67290","PUBERG"
28009,"67382","67117","QUATZENHEIM"
28010,"67383","67310","RANGEN"
28011,"67384","67420","RANRUPT"
28012,"67385","67430","RATZWILLER"
28013,"67386","67320","RAUWILLER"
28014,"67387","67140","REICHSFELD"
28015,"67388","67110","REICHSHOFFEN"
28016,"67389","67116","REICHSTETT"
28017,"67391","67440","REINHARDSMUNSTER"
28018,"67392","67340","REIPERTSWILLER"
28019,"67394","67250","RETSCHWILLER"
28020,"67395","67440","REUTENBOURG"
28021,"67396","67320","REXINGEN"
28022,"67397","67860","RHINAU"
28023,"67398","67390","RICHTOLSHEIM"
28024,"67400","67160","RIEDSELTZ"
28025,"67401","67260","RIMSDORF"
28026,"67402","67350","RINGELDORF"
28027,"67403","67350","RINGENDORF"
28028,"67404","67690","RITTERSHOFFEN"
28029,"67405","67480","ROESCHWOOG"
28030,"67406","67270","ROHR"
28031,"67407","67410","ROHRWILLER"
28032,"67408","67310","ROMANSWILLER"
28033,"67409","67480","ROPPENHEIM"
28034,"67410","67560","ROSENWILLER"
28035,"67411","67560","ROSHEIM"
28036,"67412","67230","ROSSFELD"
28037,"67413","67290","ROSTEIG"
28038,"67414","67570","ROTHAU"
28039,"67415","67340","ROTHBACH"
28040,"67416","67160","ROTT"
28041,"67417","67170","ROTTELSHEIM"
28042,"67418","67480","ROUNTZENHEIM"
28043,"67420","67130","RUSS"
28044,"67421","67420","SAALES"
28045,"67422","67390","SAASENHEIM"
28046,"67423","67270","SAESSOLSHEIM"
28047,"67424","67420","ST BLAISE LA ROCHE"
28048,"67425","67700","ST JEAN SAVERNE"
28049,"67426","67220","ST MARTIN"
28050,"67427","67220","ST MAURICE"
28051,"67428","67530","ST NABOR"
28052,"67429","67140","ST PIERRE"
28053,"67430","67220","ST PIERRE BOIS"
28054,"67431","67440","SALENTHAL"
28055,"67432","67160","SALMBACH"
28056,"67433","67230","SAND"
28057,"67434","67260","SARRE UNION"
28058,"67435","67260","SARREWERDEN"
28059,"67436","67420","SAULXURES"
28060,"67437","67700","SAVERNE"
28061,"67438","67150","SCHAEFFERSHEIM"
28062,"67439","67270","SCHAFFHOUSE SUR ZORN"
28063,"67440","67470","SCHAFFHOUSE PRES SELTZ"
28064,"67441","67350","SCHALKENDORF"
28065,"67442","67310","SCHARRACHBERGHEIM IRMSTETT"
28066,"67443","67630","SCHEIBENHARD"
28067,"67444","67270","SCHERLENHEIM"
28068,"67445","67750","SCHERWILLER"
28069,"67446","67340","SCHILLERSDORF"
28070,"67447","67300","SCHILTIGHEIM"
28071,"67448","67130","SCHIRMECK"
28072,"67449","67240","SCHIRRHEIN"
28073,"67450","67240","SCHIRRHOFFEN"
28074,"67451","67160","SCHLEITHAL"
28075,"67452","67370","SCHNERSHEIM"
28076,"67453","67390","SCHOENAU"
28077,"67454","67320","SCHOENBOURG"
28078,"67455","67250","SCHOENENBOURG"
28079,"67456","67260","SCHOPPERTEN"
28080,"67458","67590","SCHWEIGHOUSE SUR MODER"
28081,"67459","67440","SCHWENHEIM"
28082,"67460","67270","SCHWINDRATZHEIM"
28083,"67461","67390","SCHWOBSHEIM"
28084,"67462","67600","SELESTAT"
28085,"67463","67470","SELTZ"
28086,"67464","67230","SERMERSHEIM"
28087,"67465","67770","SESSENHEIM"
28088,"67466","67160","SIEGEN"
28089,"67467","67320","SIEWILLER"
28090,"67468","67260","SILTZHEIM"
28091,"67469","67440","SINGRIST"
28092,"67470","67130","SOLBACH"
28093,"67471","67460","SOUFFELWEYERSHEIM"
28094,"67472","67620","SOUFFLENHEIM"
28095,"67473","67120","SOULTZ LES BAINS"
28096,"67474","67250","SOULTZ SOUS FORETS"
28097,"67475","67340","SPARSBACH"
28098,"67476","67770","STATTMATTEN"
28099,"67477","67220","STEIGE"
28100,"67478","67790","STEINBOURG"
28101,"67479","67160","STEINSELTZ"
28102,"67480","67190","STILL"
28103,"67481","67140","STOTZHEIM"
28104,"67482","67000","STRASBOURG"
28105,"67482","67100","STRASBOURG"
28106,"67482","67200","STRASBOURG"
28107,"67483","67290","STRUTH"
28108,"67484","67250","STUNDWILLER"
28109,"67485","67370","STUTZHEIM OFFENHEIM"
28110,"67486","67920","SUNDHOUSE"
28111,"67487","67250","SURBOURG"
28112,"67488","67320","THAL DRULINGEN"
28113,"67489","67440","THAL MARMOUTIER"
28114,"67490","67220","THANVILLE"
28115,"67491","67290","TIEFFENBACH"
28116,"67492","67310","TRAENHEIM"
28117,"67493","67220","TRIEMBACH AU VAL"
28118,"67494","67470","TRIMBACH"
28119,"67495","67370","TRUCHTERSHEIM"
28120,"67496","67350","UBERACH"
28121,"67497","67350","UHLWILLER"
28122,"67498","67350","UHRWILLER"
28123,"67499","67220","URBEIS"
28124,"67500","67280","URMATT"
28125,"67501","67150","UTTENHEIM"
28126,"67502","67110","UTTENHOFFEN"
28127,"67503","67330","UTTWILLER"
28128,"67504","67210","VALFF"
28129,"67505","67730","LA VANCELLE"
28130,"67506","67550","VENDENHEIM"
28131,"67507","67220","VILLE"
28132,"67508","67430","VOELLERDINGEN"
28133,"67509","67290","VOLKSBERG"
28134,"67510","67170","WAHLENHEIM"
28135,"67511","67360","WALBOURG"
28136,"67512","67350","LA WALCK"
28137,"67513","67130","WALDERSBACH"
28138,"67514","67430","WALDHAMBACH"
28139,"67515","67700","WALDOLWISHEIM"
28140,"67516","67670","WALTENHEIM SUR ZORN"
28141,"67517","67520","WANGEN"
28142,"67519","67610","LA WANTZENAU"
28143,"67520","67310","WASSELONNE"
28144,"67521","67340","WEINBOURG"
28145,"67522","67290","WEISLINGEN"
28146,"67523","67500","WEITBRUCH"
28147,"67524","67340","WEITERSWILLER"
28148,"67525","67310","WESTHOFFEN"
28149,"67526","67230","WESTHOUSE"
28150,"67527","67440","WESTHOUSE MARMOUTIER"
28151,"67528","67320","WEYER"
28152,"67529","67720","WEYERSHEIM"
28153,"67530","67270","WICKERSHEIM WILSHAUSEN"
28154,"67531","67130","WILDERSBACH"
28155,"67532","67370","WILLGOTTHEIM"
28156,"67534","67270","WILWISHEIM"
28157,"67535","67290","WIMMENAU"
28158,"67536","67110","WINDSTEIN"
28159,"67537","67510","WINGEN"
28160,"67538","67290","WINGEN SUR MODER"
28161,"67539","67170","WINGERSHEIM"
28162,"67540","67590","WINTERSHOUSE"
28163,"67541","67470","WINTZENBACH"
28164,"67542","67370","WINTZENHEIM KOCHERSBERG"
28165,"67543","67130","WISCHES"
28166,"67544","67160","WISSEMBOURG"
28167,"67545","67230","WITTERNHEIM"
28168,"67546","67670","WITTERSHEIM"
28169,"67547","67820","WITTISHEIM"
28170,"67548","67370","WIWERSHEIM"
28171,"67550","67360","WOERTH"
28172,"67551","67202","WOLFISHEIM"
28173,"67552","67260","WOLFSKIRCHEN"
28174,"67553","67700","WOLSCHHEIM"
28175,"67554","67120","WOLXHEIM"
28176,"67555","67310","ZEHNACKER"
28177,"67556","67310","ZEINHEIM"
28178,"67557","67140","ZELLWILLER"
28179,"67558","67110","ZINSWILLER"
28180,"67559","67290","ZITTERSHEIM"
28181,"67560","67270","ZOEBERSDORF"
28182,"68001","68600","ALGOLSHEIM"
28183,"68002","68210","ALTENACH"
28184,"68004","68130","ALTKIRCH"
28185,"68005","68410","AMMERSCHWIHR"
28186,"68005","68770","AMMERSCHWIHR"
28187,"68006","68210","AMMERZWILLER"
28188,"68007","68280","ANDOLSHEIM"
28189,"68008","68280","APPENWIHR"
28190,"68009","68320","ARTZENHEIM"
28191,"68010","68130","ASPACH"
28192,"68011","68700","ASPACH LE BAS"
28193,"68012","68700","ASPACH LE HAUT"
28194,"68013","68220","ATTENSCHWILLER"
28195,"68014","68150","AUBURE"
28196,"68015","68390","BALDERSHEIM"
28197,"68016","68740","BALGAU"
28198,"68017","68210","BALLERSDORF"
28199,"68018","68210","BALSCHWILLER"
28200,"68019","68320","BALTZENHEIM"
28201,"68020","68490","BANTZENHEIM"
28202,"68021","68870","BARTENHEIM"
28203,"68022","68390","BATTENHEIM"
28204,"68023","68980","BEBLENHEIM"
28205,"68024","68210","BELLEMAGNY"
28206,"68025","68480","BENDORF"
28207,"68026","68126","BENNWIHR"
28208,"68026","68630","BENNWIHR"
28209,"68027","68130","BERENTZWILLER"
28210,"68028","68750","BERGHEIM"
28211,"68029","68500","BERGHOLTZ"
28212,"68030","68500","BERGHOLTZZELL"
28213,"68031","68210","BERNWILLER"
28214,"68032","68500","BERRWILLER"
28215,"68033","68560","BETTENDORF"
28216,"68034","68480","BETTLACH"
28217,"68035","68480","BIEDERTHAL"
28218,"68036","68600","BIESHEIM"
28219,"68037","68127","BILTZHEIM"
28220,"68038","68320","BISCHWIHR"
28221,"68039","68580","BISEL"
28222,"68040","68620","BITSCHWILLER LES THANN"
28223,"68041","68740","BLODELSHEIM"
28224,"68042","68730","BLOTZHEIM"
28225,"68043","68540","BOLLWILLER"
28226,"68044","68650","LE BONHOMME"
28227,"68045","68290","BOURBACH LE BAS"
28228,"68046","68290","BOURBACH LE HAUT"
28229,"68049","68480","BOUXWILLER"
28230,"68050","68210","BRECHAUMONT"
28231,"68051","68380","BREITENBACH HAUT RHIN"
28232,"68052","68780","BRETTEN"
28233,"68054","68870","BRINCKHEIM"
28234,"68055","68440","BRUEBACH"
28235,"68056","68350","BRUNSTATT"
28236,"68057","68210","BUETHWILLER"
28237,"68058","68530","BUHL"
28238,"68059","68520","BURNHAUPT LE BAS"
28239,"68060","68520","BURNHAUPT LE HAUT"
28240,"68061","68220","BUSCHWILLER"
28241,"68062","68130","CARSPACH"
28242,"68063","68700","CERNAY"
28243,"68064","68490","CHALAMPE"
28244,"68065","68210","CHAVANNES SUR L ETANG"
28245,"68066","68000","COLMAR"
28246,"68067","68480","COURTAVON"
28247,"68068","68210","DANNEMARIE"
28248,"68069","68600","DESSENHEIM"
28249,"68070","68350","DIDENHEIM"
28250,"68071","68780","DIEFMATTEN"
28251,"68072","68440","DIETWILLER"
28252,"68073","68290","DOLLEREN"
28253,"68074","68480","DURLINSDORF"
28254,"68075","68480","DURMENACH"
28255,"68076","68320","DURRENENTZEN"
28256,"68077","68720","EGLINGEN"
28257,"68078","68420","EGUISHEIM"
28258,"68079","68210","ELBACH"
28259,"68080","68130","EMLINGEN"
28260,"68081","68720","ST BERNARD"
28261,"68082","68190","ENSISHEIM"
28262,"68083","68140","ESCHBACH AU VAL"
28263,"68084","68440","ESCHENTZWILLER"
28264,"68085","68210","ETEIMBES"
28265,"68086","68210","FALKWILLER"
28266,"68087","68640","FELDBACH"
28267,"68088","68540","FELDKIRCH"
28268,"68089","68470","FELLERING"
28269,"68090","68480","FERRETTE"
28270,"68091","68740","FESSENHEIM"
28271,"68092","68480","FISLIS"
28272,"68093","68720","FLAXLANDEN"
28273,"68094","68220","FOLGENSBOURG"
28274,"68095","68320","FORTSCHWIHR"
28275,"68096","68130","FRANKEN"
28276,"68097","68240","FRELAND"
28277,"68098","68580","FRIESEN"
28278,"68099","68720","FROENINGEN"
28279,"68100","68210","FULLEREN"
28280,"68101","68990","GALFINGUE"
28281,"68102","68690","GEISHOUSE"
28282,"68103","68510","GEISPITZEN"
28283,"68104","68600","GEISWASSER"
28284,"68105","68210","GILDWILLER"
28285,"68106","68760","GOLDBACH ALTENBACH"
28286,"68107","68210","GOMMERSDORF"
28287,"68108","68960","GRENTZINGEN"
28288,"68109","68140","GRIESBACH AU VAL"
28289,"68110","68320","GRUSSENHEIM"
28290,"68111","68420","GUEBERSCHWIHR"
28291,"68112","68500","GUEBWILLER"
28292,"68113","68970","GUEMAR"
28293,"68114","68210","GUEVENATTEN"
28294,"68115","68116","GUEWENHEIM"
28295,"68116","68250","GUNDOLSHEIM"
28296,"68117","68140","GUNSBACH"
28297,"68118","68440","HABSHEIM"
28298,"68119","68210","HAGENBACH"
28299,"68120","68220","HAGENTHAL LE BAS"
28300,"68121","68220","HAGENTHAL LE HAUT"
28301,"68122","68500","HARTMANNSWILLER"
28302,"68123","68420","HATTSTATT"
28303,"68124","68130","HAUSGAUEN"
28304,"68125","68210","HECKEN"
28305,"68126","68220","HEGENHEIM"
28306,"68127","68720","HEIDWILLER"
28307,"68128","68560","HEIMERSDORF"
28308,"68129","68990","HEIMSBRUNN"
28309,"68130","68600","HEITEREN"
28310,"68131","68130","HEIWILLER"
28311,"68132","68510","HELFRANTZKIRCH"
28312,"68133","68960","HENFLINGEN"
28313,"68134","68420","HERRLISHEIM PRES COLMAR"
28314,"68135","68220","HESINGUE"
28315,"68136","68600","HETTENSCHLAG"
28316,"68137","68580","HINDLINGEN"
28317,"68138","68560","HIRSINGUE"
28318,"68139","68118","HIRTZBACH"
28319,"68140","68740","HIRTZFELDEN"
28320,"68141","68720","HOCHSTATT"
28321,"68142","68140","HOHROD"
28322,"68143","68320","HOLTZWIHR"
28323,"68144","68490","HOMBOURG"
28324,"68145","68180","HORBOURG WIHR"
28325,"68146","68125","HOUSSEN"
28326,"68147","68150","HUNAWIHR"
28327,"68148","68130","HUNDSBACH"
28328,"68149","68330","HUNINGUE"
28329,"68150","68420","HUSSEREN LES CHATEAUX"
28330,"68151","68470","HUSSEREN WESSERLING"
28331,"68152","68720","ILLFURTH"
28332,"68153","68970","ILLHAEUSERN"
28333,"68154","68110","ILLZACH"
28334,"68155","68040","INGERSHEIM"
28335,"68156","68500","ISSENHEIM"
28336,"68157","68320","JEBSHEIM"
28337,"68158","68130","JETTINGEN"
28338,"68159","68500","JUNGHOLTZ"
28339,"68160","68510","KAPPELEN"
28340,"68161","68230","KATZENTHAL"
28341,"68162","68240","KAYSERSBERG"
28342,"68163","68680","KEMBS"
28343,"68164","68240","KIENTZHEIM"
28344,"68165","68480","KIFFIS"
28345,"68166","68260","KINGERSHEIM"
28346,"68167","68290","KIRCHBERG"
28347,"68168","68220","KNOERINGUE"
28348,"68169","68480","KOESTLACH"
28349,"68170","68510","KOETZINGUE"
28350,"68171","68820","KRUTH"
28351,"68172","68320","KUNHEIM"
28352,"68173","68910","LABAROCHE"
28353,"68174","68440","LANDSER"
28354,"68175","68650","LAPOUTROIE"
28355,"68176","68580","LARGITZEN"
28356,"68177","68610","LAUTENBACH"
28357,"68178","68610","LAUTENBACHZELL"
28358,"68179","68290","LAUW"
28359,"68180","68800","LEIMBACH"
28360,"68181","68480","LEVONCOURT"
28361,"68182","68220","LEYMEN"
28362,"68183","68220","LIEBENSWILLER"
28363,"68184","68480","LIEBSDORF"
28364,"68185","68660","LIEPVRE"
28365,"68186","68480","LIGSDORF"
28366,"68187","68480","LINSDORF"
28367,"68188","68610","LINTHAL"
28368,"68189","68280","LOGELHEIM"
28369,"68190","68480","LUCELLE"
28370,"68191","68720","LUEMSCHWILLER"
28371,"68192","68210","VALDIEU LUTRAN"
28372,"68193","68140","LUTTENBACH PRES MUNSTER"
28373,"68194","68480","LUTTER"
28374,"68195","68460","LUTTERBACH"
28375,"68196","68210","MAGNY"
28376,"68197","68510","MAGSTATT LE BAS"
28377,"68198","68510","MAGSTATT LE HAUT"
28378,"68199","68550","MALMERSPACH"
28379,"68200","68210","MANSPACH"
28380,"68201","68290","MASEVAUX"
28381,"68202","68210","MERTZEN"
28382,"68203","68500","MERXHEIM"
28383,"68204","68380","METZERAL"
28384,"68205","68890","MEYENHEIM"
28385,"68206","68700","MICHELBACH"
28386,"68207","68730","MICHELBACH LE BAS"
28387,"68208","68220","MICHELBACH LE HAUT"
28388,"68209","68630","MITTELWIHR"
28389,"68210","68380","MITTLACH"
28390,"68211","68470","MITZACH"
28391,"68212","68480","MOERNACH"
28392,"68213","68470","MOLLAU"
28393,"68214","68210","MONTREUX JEUNE"
28394,"68215","68210","MONTREUX VIEUX"
28395,"68216","68580","MOOSLARGUE"
28396,"68217","68690","MOOSCH"
28397,"68218","68790","MORSCHWILLER LE BAS"
28398,"68219","68780","MORTZWILLER"
28399,"68221","68640","MUESPACH"
28400,"68222","68640","MUESPACH LE HAUT"
28401,"68223","68380","MUHLBACH SUR MUNSTER"
28402,"68224","68100","MULHOUSE"
28403,"68224","68200","MULHOUSE"
28404,"68225","68740","MUNCHHOUSE"
28405,"68226","68140","MUNSTER"
28406,"68227","68320","MUNTZENHEIM"
28407,"68228","68250","MUNWILLER"
28408,"68229","68530","MURBACH"
28409,"68230","68740","NAMBSHEIM"
28410,"68231","68600","NEUF BRISACH"
28411,"68232","68220","NEUWILLER"
28412,"68233","68290","NIEDERBRUCK"
28413,"68234","68127","NIEDERENTZEN"
28414,"68235","68127","NIEDERHERGHEIM"
28415,"68237","68230","NIEDERMORSCHWIHR"
28416,"68238","68680","NIFFER"
28417,"68239","68290","OBERBRUCK"
28418,"68240","68960","OBERDORF"
28419,"68241","68127","OBERENTZEN"
28420,"68242","68127","OBERHERGHEIM"
28421,"68243","68480","OBERLARG"
28422,"68244","68420","OBERMORSCHWIHR"
28423,"68245","68130","OBERMORSCHWILLER"
28424,"68246","68600","OBERSAASHEIM"
28425,"68247","68830","ODEREN"
28426,"68248","68480","OLTINGUE"
28427,"68249","68370","ORBEY"
28428,"68250","68500","ORSCHWIHR"
28429,"68251","68570","OSENBACH"
28430,"68252","68150","OSTHEIM"
28431,"68253","68490","OTTMARSHEIM"
28432,"68254","68490","PETIT LANDAU"
28433,"68255","68250","PFAFFENHEIM"
28434,"68256","68120","PFASTATT"
28435,"68257","68480","PFETTERHOUSE"
28436,"68258","68840","PULVERSHEIM"
28437,"68259","68480","RAEDERSDORF"
28438,"68260","68190","RAEDERSHEIM"
28439,"68261","68800","RAMMERSMATT"
28440,"68262","68470","RANSPACH"
28441,"68263","68730","RANSPACH LE BAS"
28442,"68264","68220","RANSPACH LE HAUT"
28443,"68265","68510","RANTZWILLER"
28444,"68266","68890","REGUISHEIM"
28445,"68267","68950","REININGUE"
28446,"68268","68210","RETZWILLER"
28447,"68269","68150","RIBEAUVILLE"
28448,"68270","68120","RICHWILLER"
28449,"68271","68400","RIEDISHEIM"
28450,"68272","68320","RIEDWIHR"
28451,"68273","68640","RIESPACH"
28452,"68274","68500","RIMBACH PRES GUEBWILLER"
28453,"68275","68290","RIMBACH PRES MASEVAUX"
28454,"68276","68500","RIMBACHZELL"
28455,"68277","68340","RIQUEWIHR"
28456,"68278","68170","RIXHEIM"
28457,"68279","68800","RODEREN"
28458,"68280","68590","RODERN"
28459,"68281","68740","ROGGENHOUSE"
28460,"68282","68210","ROMAGNY"
28461,"68283","68660","ROMBACH LE FRANC"
28462,"68284","68480","ROPPENTZWILLER"
28463,"68285","68590","RORSCHWIHR"
28464,"68286","68128","ROSENAU"
28465,"68287","68250","ROUFFACH"
28466,"68288","68560","RUEDERBACH"
28467,"68289","68270","RUELISHEIM"
28468,"68290","68740","RUSTENHART"
28469,"68291","68740","RUMERSHEIM LE HAUT"
28470,"68292","68550","ST AMARIN"
28471,"68293","68210","ST COSME"
28472,"68294","68160","STE CROIX AUX MINES"
28473,"68295","68127","STE CROIX EN PLAINE"
28474,"68296","68590","ST HIPPOLYTE"
28475,"68297","68300","ST LOUIS"
28476,"68298","68160","STE MARIE AUX MINES"
28477,"68299","68210","ST ULRICH"
28478,"68300","68390","SAUSHEIM"
28479,"68301","68440","SCHLIERBACH"
28480,"68302","68520","SCHWEIGHOUSE THANN"
28481,"68303","68130","SCHWOBEN"
28482,"68304","68780","SENTHEIM"
28483,"68305","68580","SEPPOIS LE BAS"
28484,"68306","68580","SEPPOIS LE HAUT"
28485,"68307","68290","SEWEN"
28486,"68308","68290","SICKERT"
28487,"68309","68510","SIERENTZ"
28488,"68310","68240","SIGOLSHEIM"
28489,"68311","68380","SONDERNACH"
28490,"68312","68480","SONDERSDORF"
28491,"68313","68780","SOPPE LE BAS"
28492,"68314","68780","SOPPE LE HAUT"
28493,"68315","68360","SOULTZ HAUT RHIN"
28494,"68316","68230","SOULTZBACH LES BAINS"
28495,"68317","68140","SOULTZEREN"
28496,"68318","68570","SOULTZMATT"
28497,"68319","68720","SPECHBACH LE BAS"
28498,"68320","68720","SPECHBACH LE HAUT"
28499,"68321","68850","STAFFELFELDEN"
28500,"68322","68700","STEINBACH"
28501,"68323","68440","STEINBRUNN LE BAS"
28502,"68324","68440","STEINBRUNN LE HAUT"
28503,"68325","68640","STEINSOULTZ"
28504,"68326","68780","STERNENBERG"
28505,"68327","68510","STETTEN"
28506,"68328","68470","STORCKENSOHN"
28507,"68329","68140","STOSSWIHR"
28508,"68330","68580","STRUETH"
28509,"68331","68280","SUNDHOFFEN"
28510,"68332","68720","TAGOLSHEIM"
28511,"68333","68130","TAGSDORF"
28512,"68334","68800","THANN"
28513,"68335","68590","THANNENKIRCH"
28514,"68336","68210","TRAUBACH LE BAS"
28515,"68337","68210","TRAUBACH LE HAUT"
28516,"68338","68230","TURCKHEIM"
28517,"68340","68580","UEBERSTRASS"
28518,"68341","68510","UFFHEIM"
28519,"68342","68700","UFFHOLTZ"
28520,"68343","68190","UNGERSHEIM"
28521,"68344","68121","URBES"
28522,"68345","68320","URSCHENHEIM"
28523,"68347","68480","VIEUX FERRETTE"
28524,"68348","68800","VIEUX THANN"
28525,"68349","68128","VILLAGE NEUF"
28526,"68350","68420","VOEGTLINSHOFFEN"
28527,"68351","68600","VOGELGRUN"
28528,"68352","68600","VOLGELSHEIM"
28529,"68353","68130","WAHLBACH"
28530,"68354","68230","WALBACH"
28531,"68355","68640","WALDIGHOFEN"
28532,"68356","68130","WALHEIM"
28533,"68357","68510","WALTENHEIM"
28534,"68358","68230","WASSERBOURG"
28535,"68359","68700","WATTWILLER"
28536,"68360","68600","WECKOLSHEIM"
28537,"68361","68290","WEGSCHEID"
28538,"68362","68220","WENTZWILLER"
28539,"68363","68480","WERENTZHOUSE"
28540,"68364","68250","WESTHALTEN"
28541,"68365","68920","WETTOLSHEIM"
28542,"68366","68320","WICKERSCHWIHR"
28543,"68367","68320","WIDENSOLEN"
28544,"68368","68230","WIHR AU VAL"
28545,"68370","68820","WILDENSTEIN"
28546,"68371","68960","WILLER"
28547,"68372","68760","WILLER SUR THUR"
28548,"68373","68480","WINKEL"
28549,"68374","68124","WINTZENHEIM"
28550,"68374","68920","WINTZENHEIM"
28551,"68375","68310","WITTELSHEIM"
28552,"68376","68270","WITTENHEIM"
28553,"68377","68130","WITTERSDORF"
28554,"68378","68210","WOLFERSDORF"
28555,"68379","68600","WOLFGANTZEN"
28556,"68380","68480","WOLSCHWILLER"
28557,"68381","68500","WUENHEIM"
28558,"68382","68130","ZAESSINGUE"
28559,"68383","68340","ZELLENBERG"
28560,"68384","68720","ZILLISHEIM"
28561,"68385","68230","ZIMMERBACH"
28562,"68386","68440","ZIMMERSHEIM"
28563,"69001","69170","AFFOUX"
28564,"69002","69790","AIGUEPERSE"
28565,"69003","69250","ALBIGNY SUR SAONE"
28566,"69004","69380","ALIX"
28567,"69005","69480","AMBERIEUX"
28568,"69006","69550","AMPLEPUIS"
28569,"69007","69420","AMPUIS"
28570,"69008","69490","ANCY"
28571,"69009","69480","ANSE"
28572,"69010","69210","L ARBRESLE"
28573,"69012","69430","LES ARDILLATS"
28574,"69013","69400","ARNAS"
28575,"69014","69610","AVEIZE"
28576,"69015","69430","AVENAS"
28577,"69016","69790","AZOLETTE"
28578,"69017","69620","BAGNOLS"
28579,"69018","69430","BEAUJEU"
28580,"69019","69220","BELLEVILLE"
28581,"69020","69380","BELMONT D AZERGUES"
28582,"69021","69690","BESSENAY"
28583,"69022","69690","BIBOST"
28584,"69023","69460","BLACE"
28585,"69024","69620","LE BOIS D OINGT"
28586,"69026","69620","LE BREUIL"
28587,"69027","69530","BRIGNAIS"
28588,"69028","69126","BRINDAS"
28589,"69029","69500","BRON"
28590,"69030","69690","BRULLIOLES"
28591,"69031","69690","BRUSSIEU"
28592,"69032","69210","BULLY"
28593,"69033","69270","CAILLOUX SUR FONTAINES"
28594,"69034","69300","CALUIRE ET CUIRE"
28595,"69035","69840","CENVES"
28596,"69036","69220","CERCIE"
28597,"69037","69870","CHAMBOST ALLIERES"
28598,"69038","69770","CHAMBOST LONGESSAIGNE"
28599,"69039","69620","CHAMELET"
28600,"69040","69410","CHAMPAGNE AU MONT D OR"
28601,"69042","69590","LA CHAPELLE SUR COISE"
28602,"69043","69630","CHAPONOST"
28603,"69044","69260","CHARBONNIERES LES BAINS"
28604,"69045","69220","CHARENTAY"
28605,"69046","69390","CHARLY"
28606,"69047","69380","CHARNAY"
28607,"69048","69700","CHASSAGNY"
28608,"69049","69380","CHASSELAY"
28609,"69050","69380","CHATILLON"
28610,"69051","69440","CHAUSSAN"
28611,"69052","69380","CHAZAY D AZERGUES"
28612,"69053","69840","CHENAS"
28613,"69054","69430","CHENELETTE"
28614,"69055","69380","LES CHERES"
28615,"69056","69380","CHESSY"
28616,"69057","69210","CHEVINAY"
28617,"69058","69115","CHIROUBLES"
28618,"69059","69380","CIVRIEUX D AZERGUES"
28619,"69060","69870","CLAVEISOLLES"
28620,"69061","69640","COGNY"
28621,"69062","69590","COISE"
28622,"69063","69660","COLLONGES AU MONT D OR"
28623,"69064","69420","CONDRIEU"
28624,"69065","69220","CORCELLES EN BEAUJOLAIS"
28625,"69066","69470","COURS LA VILLE"
28626,"69067","69690","COURZIEU"
28627,"69068","69270","COUZON AU MONT D OR"
28628,"69069","69290","CRAPONNE"
28629,"69070","69550","CUBLIZE"
28630,"69071","69250","CURIS AU MONT D OR"
28631,"69072","69570","DARDILLY"
28632,"69073","69490","DAREIZE"
28633,"69074","69640","DENICE"
28634,"69075","69170","DIEME"
28635,"69076","69380","DOMMARTIN"
28636,"69077","69220","DRACE"
28637,"69078","69850","DUERNE"
28638,"69080","69700","ECHALAS"
28639,"69081","69130","ECULLY"
28640,"69082","69840","EMERINGES"
28641,"69083","69210","EVEUX"
28642,"69084","69820","FLEURIE"
28643,"69085","69250","FLEURIEU SUR SAONE"
28644,"69086","69210","FLEURIEUX SUR L ARBRESLE"
28645,"69087","69270","FONTAINES ST MARTIN"
28646,"69088","69270","FONTAINES SUR SAONE"
28647,"69089","69340","FRANCHEVILLE"
28648,"69090","69620","FRONTENAS"
28649,"69091","69700","GIVORS"
28650,"69092","69400","GLEIZE"
28651,"69093","69870","GRANDRIS"
28652,"69094","69290","GREZIEU LA VARENNE"
28653,"69095","69610","GREZIEU LE MARCHE"
28654,"69096","69520","GRIGNY"
28655,"69097","69420","LES HAIES"
28656,"69098","69610","LES HALLES"
28657,"69099","69610","HAUTE RIVOIRE"
28658,"69100","69540","IRIGNY"
28659,"69101","69640","JARNIOUX"
28660,"69102","69170","JOUX"
28661,"69103","69840","JULIENAS"
28662,"69104","69840","JULLIE"
28663,"69105","69640","LACENAS"
28664,"69106","69480","LACHASSAGNE"
28665,"69107","69870","LAMURE SUR AZERGUES"
28666,"69108","69220","LANCIE"
28667,"69109","69430","LANTIGNIE"
28668,"69110","69590","LARAJASSE"
28669,"69111","69620","LEGNY"
28670,"69112","69210","LENTILLY"
28671,"69113","69620","LETRA"
28672,"69114","69400","LIERGUES"
28673,"69115","69400","LIMAS"
28674,"69116","69760","LIMONEST"
28675,"69117","69380","LISSIEU"
28676,"69118","69700","LOIRE SUR RHONE"
28677,"69119","69420","LONGES"
28678,"69120","69770","LONGESSAIGNE"
28679,"69121","69380","LOZANNE"
28680,"69122","69480","LUCENAY"
28681,"69124","69430","MARCHAMPT"
28682,"69125","69380","MARCILLY D AZERGUES"
28683,"69126","69480","MARCY"
28684,"69127","69280","MARCY L ETOILE"
28685,"69130","69550","MEAUX LA MONTAGNE"
28686,"69131","69510","MESSIMY"
28687,"69132","69610","MEYS"
28688,"69133","69390","MILLERY"
28689,"69134","69620","MOIRE"
